,Sëmundje,Simptomë_1,Simptomë_2,Simptomë_3,Simptomë_4
3599,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3600,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3601,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3602,Artriti,dobësi_muskujsh,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
3603,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3604,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3605,Infeksioni i traktit urinar,djegie_miktruimi,parehati_vezikesurinare,ere_ekeqeurine,ndjesi_e_urines
3606,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
3607,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluska,plagë_rreth_hundës
3608,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,erupsionetëlëkurësnodale,njolladiskromike
3609,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3610,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3611,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3612,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3613,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3614,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3615,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3616,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3617,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3618,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3619,Migrena,aciditeti,dispepsi,dhimbje_koke,shikimiturbulltdheishtrembëruar
3620,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësianëgjymtyrë,dhimbjeqafe,marramendje
3621,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësienjë_anëssëtrupit,ndjeshmëriendryshuar
3622,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3623,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3624,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3625,Dengue,skuqje_lëkure,të_dridhura,dhimbje_nyjesh,të_vjella
3626,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3627,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3628,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3629,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbje_of_oreksi
3630,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3631,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3632,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
3633,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3634,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3635,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3636,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
3637,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3638,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3639,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimehumori
3640,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3641,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3642,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3643,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,ngurtësi_lëvizjeje
3644,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3645,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3646,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzës,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
3647,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkurë,pluhur_si_argjendi
3648,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluska,plagë_kuqe_rreth_hundës
3649,Infeksion mykotik,kruarje,skuqje_lëkure,shpërthimet_e_lëkurës_nyjore,arnadiskromike
3650,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3651,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3652,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3653,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3654,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3655,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3656,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3657,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3658,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3659,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3660,Migrena,aciditeti,dispepsi,dhimbje_koke,vizion_turbullt_dhe_i_shtrembëruar
3661,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3662,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
3663,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3664,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3665,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3666,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
3667,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3668,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3669,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3670,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3671,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3672,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3673,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
3674,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3675,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3676,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3677,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjetëpërgjakshme
3678,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3679,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3680,Hipotireoza,lodhje,shtim_peshe,duar_dhekëmbëtëftohta,ndryshimehumori
3681,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3682,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3683,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3684,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
3685,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3686,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3687,Infeksioni i traktit urinar,djegie_miktruimi,parehati_vezikesurinare,ere_ekeqeurine,ndjesi_e_urines
3688,Psoriasis,puçrra_lëkure,dhimbje_nyjesh,lëkurë_lëkure,pluhur_si_argjendi
3689,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluska,plagë_rreth_hundës
3690,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike
3691,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3692,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3693,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3694,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3695,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3696,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3697,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3698,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3699,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3700,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3701,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
3702,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3703,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
3704,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3705,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3706,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3707,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbje_nyjesh,të_vjella
3708,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3709,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3710,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3711,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3712,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3713,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3714,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
3715,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3716,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3717,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3718,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
3719,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3720,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3721,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimet_e_humorit
3722,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3723,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3724,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3725,Artriti,dobësi_muskujsh,qafë_ngurtësim,ënjtje_nyjesh,lëvizje_ngurtësi
3726,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,nauze,lëvizjetrrotulluese
3727,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3728,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
3729,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
3730,Impetigo,skuqje_lëkure,ethe_elartë,flluska,plagë_rreth_hundës
3731,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike
3732,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3733,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3734,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3735,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3736,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3737,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3738,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3739,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3740,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3741,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3742,Migrena,aciditeti,dispepsi,dhimbje_koke,vizion_turbullt_dhe_i_shtrembëruar
3743,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3744,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anëssëtrupit,ndjesiendryshuar
3745,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3746,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3747,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3748,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
3749,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3750,Hepatiti A,dhimbje_nyjesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3751,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3752,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3753,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3754,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3755,Hepatiti alkoolik,tevjella,lekureeverdhe,dhimbje_barku,ënjtja_e_stomakut
3756,Tuberkulozi,dridhje,të_vjella,lodhje,humbje_peshe
3757,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3758,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3759,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjetëpërgjakshme
3760,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3761,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3762,Hipotireoza,lodhje,shtim_peshe,duart_dhe_këmbët_e_ftohta,ndryshimehumori
3763,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3764,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3765,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3766,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,ngurtësi_lëvizjeje
3767,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3768,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3769,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
3770,Psoriasis,puçrra_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
3771,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluska,plagë_rreth_hundës
3772,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike
3773,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3774,GERD,stomak_pain,aciditeti,ulçera_në_gjuhë,të_vjella
3775,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3776,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3777,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3778,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3779,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3780,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3781,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3782,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3783,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
3784,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3785,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjeshmëriendryshuar
3786,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3787,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3788,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3789,Dengue,Skuqja_e_lëkurës,të_dridhura,dhimbjekyçesh,të_vjella
3790,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3791,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3792,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3793,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3794,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3795,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3796,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
3797,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3798,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3799,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3800,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
3801,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3802,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3803,Hipotireoza,lodhje,shtim_peshe,duar_dhe_këmbëtëftohta,ndryshimehumori
3804,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3805,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3806,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3807,Artriti,dobësi_muskulare,qafë_ngurtësuar,ënjtje_nyjesh,ngurtësi_lëvizjeje
3808,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3809,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3810,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeurinës,ndjesi_e_urinësevazhdueshme
3811,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
3812,Impetigo,skuqje_lëkure,temperaturë_e_lartë,flluska,plagë_kuqe_rreth_hundës
3813,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimet_e_lëkurës_nyjore,njolladiskromike
3814,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3815,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3816,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3817,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3818,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3819,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3820,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3821,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3822,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,bmosmarrëveshje
3823,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3824,Migrena,aciditeti,dispepsi,dhimbje_koke,vizionipaqartëdheishtrembëruar
3825,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3826,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anëssëtrupit,ndjeshmëriendryshuar
3827,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3828,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3829,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3830,Dengue,skuqje_lëkure,të_dridhura,dhimbje_nyjesh,të_vjella
3831,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3832,Hepatiti A,dhimbjekyçesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3833,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3834,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3835,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3836,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3837,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
3838,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3839,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3840,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3841,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitje_tëpërgjakshme
3842,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3843,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3844,Hipotireoza,lodhje,shtim_peshe,duart_dhe_këmbët_e_ftohta,ndryshimehumori
3845,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3846,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3847,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3848,Artriti,dobësi_muskujsh,qafëtëngurtë,ënjtje_nyjesh,lëvizje_ngurtësi
3849,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3850,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3851,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqe_urine,ndjesi_e_urinësevazhdueshme
3852,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
3853,Impetigo,skuqje_lëkure,ethe_elartë,flluska,plagë_kuqe_rreth_hundës
3854,Infeksion mykotik,kruarje,Skuqja_e_lëkurës,shpërthimetëlëkurësnodal,arnadiskromike
3855,Alergji,teshtitje_e_vazhdueshme,dridhje,dridhje,lotim_ngasyte
3856,GERD,dhimbje_barku,aciditeti,ulçera_në_gjuhë,të_vjella
3857,Kolestaza kronike,kruarje,të_vjella,lëkura_e_kuqe,nauze
3858,Reagim i drogës,kruarje,Skuqja_e_lëkurës,dhimbje_barku,djegie
3859,Sëmundja e ulçerës peptike,të_vjella,dispepsi,humbja_e_oreksit,dhimbje_barku
3860,SIDA,humbje_muskujsh,arna_në_fyt,temperaturë_e_lartë,kontakte_ekstra-martesore
3861,Diabeti,lodhje,humbje_peshe,shqetësim,letargji
3862,Gastroenteriti,të_vjella,sytë_mbytur,dehidratim,diarre
3863,Astma bronkiale,lodhje,kollë,temperaturëtëlartë,gulçim
3864,Hipertensioni,dhimbje_koke,dhimbje_gjoksi,marramendje,humbjeekuilibri
3865,Migrena,aciditeti,dispepsi,dhimbje_koke,vizion_turbullt_dhe_i_shtrembëruar
3866,Spondiloza e qafës së mitrës,Dhimbja_e_shpinës,dobësi_në_gjymtyrë,dhimbjeqafe,marramendje
3867,Paraliza (hemorragjia e trurit),të_vjella,dhimbje_koke,dobësie_një_anë_trupore,ndjesi_ndryshuar
3868,Verdhëza,kruarje,të_vjella,lodhje,humbje_peshe
3869,Malaria,të_dridhura,të_vjella,temperaturëtëlartë,djersitje
3870,Lija e dhenve,kruarje,Skuqja_e_lëkurës,lodhje,letargji
3871,Dengue,skuqje_lëkure,të_dridhura,dhimbjekyçesh,të_vjella
3872,Tifoja,të_dridhura,të_vjella,lodhje,temperaturëtëlartë
3873,Hepatiti A,dhimbje_nyjesh,të_vjella,lëkura_e_kuqe,urina_e_errët
3874,Hepatiti B,kruarje,lodhje,letargji,lëkura_e_kuqe
3875,Hepatiti C,lodhje,lëkura_e_kuqe,nauze,humbja_e_oreksit
3876,Hepatiti D,dhimbjekyçesh,të_vjella,lodhje,lëkura_e_kuqe
3877,Hepatiti E,dhimbjekyçesh,të_vjella,lodhje,temperaturë_e_lartë
3878,Hepatiti alkoolik,të_vjella,lëkura_e_kuqe,dhimbje_barku,ënjtja_e_stomakut
3879,Tuberkulozi,të_dridhura,të_vjella,lodhje,humbje_peshe
3880,Ftohja e zakonshme,teshtitje_e_vazhdueshme,të_dridhura,lodhje,kollë
3881,Pneumonia,të_dridhura,lodhje,kollë,temperaturëtëlartë
3882,Hemorroidet dimorfike (grumbullat),kapsllëk,dhimbje_gjatë_lëvizjeve_të_zorrëve,dhimbje_në_rajonin_anal,jashtëqitjemegjak
3883,Sulmi në zemër,të_vjella,gulçim,djersitje,dhimbje_gjoksi
3884,Venat me variçe,lodhje,ngërçe,mavijosje,obezitet
3885,Hipotireoza,lodhje,shtim_peshe,duar_dhekëmbëtëftohta,ndryshimehumori
3886,Hipertiroidizmi,lodhje,ndryshimet_e_humorit,humbje_peshe,shqetësim
3887,Hipoglicemia,të_vjella,lodhje,ankthi,djersitje
3888,Osteoartrozë,dhimbje_nyjesh,dhimbjeqafe,gjuri,dhimbje_nyjesh
3889,Artriti,dobësi_muskulare,qafë_ngurtësim,ënjtje_nyjesh,ngurtësi_lëvizjeje
3890,(vertigo) Vertigo Pozicionale Paroymsal,të_vjella,dhimbje_koke,tëpërziera,lëvizjetrrotulluese
3891,Aknet,Skuqja_e_lëkurës,puçrratëmbushurameqelb,pikatëzeza,gërvishtje
3892,Infeksioni i traktit urinar,djegie_miktruimi,shqetësimifshikëzësurinare,erëekeqeeurinës,ndjesi_e_urinësevazhdueshme
3893,Psoriasis,skuqje_lëkure,dhimbje_nyjesh,qërim_lëkure,pluhur_si_argjendi
